	App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver
1251	Seamless Food Delivery/Takeout	13	4.5	35218.0	34816.0	1000000.0	1	0.0	1	13	118.0	7.12	5.0 and up
1253	TheFork - Restaurants booking and special offers	13	4.3	37517.0	17408.0	5000000.0	1	0.0	1	13	131.0	11.11.1	4.1 and up
1254	foodpanda - Local Food Delivery	13	4.0	292969.0	16384.0	10000000.0	1	0.0	1	13	121.0	4.11.3	4.2 and up
1256	Home Workout - No Equipment	15	4.8	428156.0	15360.0	10000000.0	1	0.0	1	14	153.0	Varies with device	Varies with device
1257	Step Counter - Calorie Counter	15	4.0	1577.0	2252.8	500000.0	1	0.0	1	14	473.0	1.0.7	4.4 and up
1258	Lose Belly Fat in 30 Days - Flat Stomach	15	4.9	38098.0	11264.0	5000000.0	1	0.0	1	14	160.0	1.0.4	4.2 and up
1259	Pedometer - Step Counter Free & Calorie Burner	15	4.8	31139.0	7065.6	1000000.0	1	0.0	1	14	127.0	1.0.11	4.1 and up
1260	Six Pack in 30 Days - Abs Workout	15	4.9	272337.0	13312.0	10000000.0	1	0.0	1	14	160.0	1.0.2	4.2 and up
1261	Lose Weight in 30 Days	15	4.8	220125.0	11264.0	10000000.0	1	0.0	1	14	120.0	1.0.14	4.0 and up
1262	Pedometer	15	4.4	400592.0	2969.6	10000000.0	1	0.0	1	14	147.0	5.23	4.0 and up
1263	LG Health	15	3.3	20098.0	25600.0	10000000.0	1	0.0	1	14	198.0	5.31.75	4.4 and up
1264	Step Counter - Pedometer Free & Calorie Counter	15	4.7	117925.0	7168.0	10000000.0	1	0.0	1	14	127.0	1.0.26	4.1 and up
1265	Pedometer Step Counter & Weight Loss Tracker App	15	4.6	548021.0	27648.0	10000000.0	1	0.0	1	14	118.0	p5.7.1	4.1 and up
1266	Sportractive GPS Running Cycling Distance Tracker	15	4.8	48276.0	7680.0	1000000.0	1	0.0	1	14	116.0	3.0.6	4.4 and up
1268	Home Workout for Men - Bodybuilding	15	4.8	12705.0	15360.0	1000000.0	1	0.0	1	14	141.0	1.0.2	4.0 and up
1269	Fat Burning Workout - Home Weight lose	15	4.5	706.0	9625.6	100000.0	1	0.0	1	14	127.0	1.0.5	4.1 and up
1270	Buttocks and Abdomen	15	4.4	465.0	6553.6	500000.0	1	0.0	1	14	174.0	1.08	4.0.3 and up
1271	Walking for Weight Loss - Walk Tracker	15	4.5	644.0	5632.0	100000.0	1	0.0	1	14	126.0	1.0.4	4.1 and up
1272	Running & Jogging	15	4.5	6238.0	3993.6	500000.0	1	0.0	1	14	121.0	1.1.22	4.1 and up
1273	Walk with Map My Walk	15	4.5	144040.0	56320.0	5000000.0	1	0.0	1	14	124.0	18.7.1	5.0 and up
1274	Sleep Sounds	15	4.8	51227.0	28672.0	1000000.0	1	0.0	1	14	138.0	4.0.1	4.0.3 and up
1276	Lose Belly Fat-Home Abs Fitness Workout	15	4.6	199.0	9011.2	50000.0	1	0.0	1	14	127.0	1.0.7	4.1 and up
1278	Cycling - Bike Tracker	15	4.5	9116.0	4096.0	500000.0	1	0.0	1	14	121.0	1.1.22	4.1 and up
1279	Abs Training-Burn belly fat	15	4.7	2071.0	7065.6	100000.0	1	0.0	1	14	127.0	1.0.12	4.1 and up
1280	Calorie Counter - EasyFit free	15	4.7	50294.0	11264.0	1000000.0	1	0.0	1	14	142.0	3.0.7	4.1 and up
1282	Aunjai i lert u	15	4.2	1140.0	5632.0	500000.0	1	0.0	2	14	687.0	1.5	3.0 and up
1284	BetterMe: Weight Loss Workouts	15	4.2	14709.0	15360.0	5000000.0	1	0.0	1	14	125.0	2.8.2	5.0 and up
1285	Bike Computer - GPS Cycling Tracker	15	4.4	12029.0	4403.2	1000000.0	1	0.0	1	14	116.0	2.6	4.2 and up
1287	Six Packs for Man–Body Building with No Equipment	15	4.6	2880.0	7270.4	100000.0	1	0.0	1	14	127.0	1.0.8	4.1 and up
1288	Weight Watchers Mobile	15	4.2	270267.0	59392.0	5000000.0	1	0.0	1	14	120.0	6.15.0	4.1 and up
1291	The TK-App - everything under control	15	4.5	8642.0	18432.0	100000.0	1	0.0	1	14	118.0	1.20	4.4 and up
1293	Walking: Pedometer diet	15	3.7	1861.0	1536.0	1000000.0	1	0.0	1	14	163.0	1.5	2.3 and up
1294	Recipes for hair and face tried	15	4.5	1203.0	6656.0	500000.0	1	0.0	1	14	773.0	1.2	2.3.3 and up
1295	Abs Workout - 30 Days Fitness App for Six Pack Abs	15	4.6	299.0	11264.0	100000.0	1	0.0	1	14	117.0	1.3.8	4.4 and up
1296	8fit Workouts & Meal Planner	15	4.6	115721.0	68608.0	10000000.0	1	0.0	1	14	140.0	3.5.0	5.0 and up
1298	Run with Map My Run	15	4.5	183662.0	58368.0	5000000.0	1	0.0	1	14	124.0	18.7.1	5.0 and up
1299	Weight Loss Running by Verv	15	4.5	27393.0	60416.0	1000000.0	1	0.0	4	14	135.0	6.5.3	4.1 and up
1300	Couch to 10K Running Trainer	15	4.6	10445.0	49152.0	500000.0	1	0.0	1	14	149.0	112.0	4.4 and up
1301	PumpUp — Fitness Community	15	4.0	49479.0	58368.0	1000000.0	1	0.0	2	14	141.0	5.13.0	5.0 and up
1302	Home workouts - fat burning abs legs armschest	15	4.3	4848.0	13312.0	1000000.0	1	0.0	1	14	133.0	2.6	4.1 and up
1306	Fabulous: Motivate Me! Meditate Relax Sleep	15	4.6	205299.0	31744.0	5000000.0	1	0.0	1	14	135.0	3.48	4.1 and up
1307	StrongLifts 5x5 Workout Gym Log & Personal Trainer	15	4.9	66791.0	10240.0	1000000.0	1	0.0	1	14	121.0	Varies with device	Varies with device
1308	Run with Map My Run	15	4.5	183669.0	58368.0	5000000.0	1	0.0	1	14	124.0	18.7.1	5.0 and up
1310	Workout Tracker & Gym Trainer - Fitness Log Book	15	4.6	5420.0	21504.0	500000.0	1	0.0	1	14	176.0	2.48.3	4.1 and up
1311	Freeletics: Personal Trainer & Fitness Workouts	15	4.5	130104.0	25600.0	10000000.0	1	0.0	1	14	117.0	5.3	5.0 and up
1312	Nike Training Club - Workouts & Fitness Plans	15	4.6	251534.0	95232.0	10000000.0	1	0.0	1	14	133.0	5.14.0	5.0 and up
1313	Fitbit Coach	15	4.6	28951.0	61440.0	1000000.0	1	0.0	1	14	135.0	4.4	4.4 and up
1314	JEFIT Workout Tracker Weight Lifting Gym Log App	15	4.5	60096.0	27648.0	5000000.0	1	0.0	2	14	235.0	10.0	4.0.3 and up
1315	Map My Ride GPS Cycling Riding	15	4.5	106547.0	55296.0	1000000.0	1	0.0	1	14	124.0	18.7.1	5.0 and up
1318	Weight Loss Running by Verv	15	4.5	27396.0	60416.0	1000000.0	1	0.0	4	14	135.0	6.5.3	4.1 and up
1320	Sworkit: Workouts & Fitness Plans	15	4.6	109756.0	79872.0	5000000.0	1	0.0	1	14	119.0	8.2.0	4.0.3 and up
1321	Map My Fitness Workout Trainer	15	4.4	38343.0	56320.0	1000000.0	1	0.0	1	14	124.0	18.7.1	5.0 and up
1324	8fit Workouts & Meal Planner	15	4.6	115721.0	68608.0	10000000.0	1	0.0	1	14	140.0	3.5.0	5.0 and up
1326	Daily Yoga - Yoga Fitness Plans	15	4.4	70769.0	35840.0	5000000.0	1	0.0	1	14	127.0	6.2.73	4.0 and up
1328	Relax Meditation: Sleep with Sleep Sounds	15	4.4	26540.0	44032.0	1000000.0	1	0.0	1	14	657.0	2.5.1	4.0.3 and up
1329	Free Meditation - Take a Break	15	4.2	1608.0	39936.0	100000.0	1	0.0	1	14	853.0	6.7	2.3.3 and up
1330	Meditate OM	15	4.5	19074.0	4300.8	1000000.0	1	0.0	1	14	315.0	16.0	4.0 and up
1331	Yoga - Track Yoga	15	4.5	7976.0	45056.0	500000.0	1	0.0	1	14	142.0	7.0	4.0.3 and up
1332	My Chakra Meditation	15	4.4	7586.0	46080.0	500000.0	1	0.0	1	14	232.0	1.0.6	2.3.3 and up
1334	Meditation Music - Relax Yoga	15	4.6	48226.0	28672.0	1000000.0	1	0.0	1	14	268.0	3.1.9	4.0.3 and up
1335	Meditation Studio	15	4.6	1026.0	29696.0	10000.0	0	3.99	1	14	197.0	1.0.6	4.3 and up
1336	Down Dog: Great Yoga Anywhere	15	4.9	28945.0	12288.0	500000.0	1	0.0	2	14	195.0	2.6.1	4.2 and up
1337	21-Day Meditation Experience	15	4.4	11506.0	15360.0	100000.0	1	0.0	1	14	118.0	3.0.0	4.1 and up
1338	My Chakra Meditation 2	15	4.3	1288.0	31744.0	100000.0	1	0.0	1	14	232.0	2.0.4	2.3.3 and up
1343	Simple Habit Meditation	15	4.7	11689.0	20480.0	500000.0	1	0.0	1	14	124.0	1.29.15	4.4 and up
1344	Headspace: Meditation & Mindfulness	15	4.6	77563.0	39936.0	10000000.0	1	0.0	1	14	128.0	3.6.4	4.2 and up
1345	Yoga Studio: Mind & Body	15	4.3	5499.0	96256.0	100000.0	1	0.0	1	14	128.0	2.0.16	4.1 and up
1346	Daily Yoga - Yoga Fitness Plans	15	4.4	70769.0	35840.0	5000000.0	1	0.0	1	14	127.0	6.2.73	4.0 and up
1349	My Cycles Period and Ovulation	15	4.3	26652.0	41984.0	1000000.0	1	0.0	1	14	208.0	2.3.3	4.0.3 and up
1350	I’m Expecting - Pregnancy App	15	4.6	71269.0	50176.0	1000000.0	1	0.0	1	14	243.0	2.3.2	4.0.3 and up
1351	The Bump Pregnancy Tracker	15	4.6	20301.0	22528.0	1000000.0	1	0.0	1	14	196.0	3.22	4.3 and up
1353	Best Ovulation Tracker Fertility Calendar App Glow	15	4.6	56145.0	23552.0	1000000.0	1	0.0	1	14	119.0	7.3.4-play	5.0 and up
1354	Eve Period Tracker - Love Sex & Relationships App	15	4.6	20326.0	28672.0	1000000.0	1	0.0	2	14	116.0	2.9.18	4.1 and up
1355	Fertility Friend Ovulation App	15	4.5	12955.0	7372.8	1000000.0	1	0.0	2	14	154.0	10.24	4.4 and up
1356	Pregnancy Tracker	15	4.1	2681.0	6656.0	500000.0	1	0.0	1	14	291.0	37	4.0.3 and up
1358	Spot On Period Birth Control & Cycle Tracker	15	4.6	4102.0	24576.0	500000.0	1	0.0	3	14	132.0	2.6.1	4.2 and up
1361	Period Tracker Clue: Period and Ovulation Tracker	15	4.8	570242.0	20480.0	10000000.0	1	0.0	1	14	118.0	5.0.2	4.1 and up
1363	WomanLog Calendar	15	4.5	121838.0	15360.0	5000000.0	1	0.0	1	14	189.0	5.5.1	4.0.3 and up
1365	Map My Hike GPS Hiking	15	4.4	12858.0	56320.0	500000.0	1	0.0	1	14	124.0	18.7.1	5.0 and up
1367	Runtastic Mountain Bike GPS Tracker	15	4.5	50679.0	38912.0	1000000.0	1	0.0	1	14	119.0	3.6.2	4.4 and up
1368	AllTrails: Hiking Running & Mountain Bike Trails	15	4.3	16943.0	32768.0	1000000.0	1	0.0	1	14	121.0	8.8.14	4.4 and up
1371	Tracks	15	4.6	623.0	40960.0	50000.0	1	0.0	3	14	499.0	1.2.3	4.0.3 and up
1372	Weight Loss Running by Verv	15	4.5	27396.0	60416.0	1000000.0	1	0.0	4	14	135.0	6.5.3	4.1 and up
1376	Technutri - calorie counter diet and carb tracker	15	4.4	70416.0	23552.0	5000000.0	1	0.0	1	14	124.0	3.19.4	4.1 and up
1377	Couch to 5K by RunDouble	15	4.7	15674.0	6246.4	1000000.0	1	0.0	1	14	120.0	4.5.4	4.1 and up
1379	Weight Watchers Mobile	15	4.2	270294.0	59392.0	5000000.0	1	0.0	1	14	120.0	6.15.0	4.1 and up
1380	Walk with Map My Walk	15	4.5	144050.0	56320.0	5000000.0	1	0.0	1	14	124.0	18.7.1	5.0 and up
1383	Run with Map My Run	15	4.5	183669.0	58368.0	5000000.0	1	0.0	1	14	124.0	18.7.1	5.0 and up
1384	Nike Training Club - Workouts & Fitness Plans	15	4.6	251534.0	95232.0	10000000.0	1	0.0	1	14	133.0	5.14.0	5.0 and up
1385	Fitbit Coach	15	4.6	28951.0	61440.0	1000000.0	1	0.0	1	14	135.0	4.4	4.4 and up
1392	Calorie Counter - MyNetDiary	15	4.5	27439.0	19456.0	1000000.0	1	0.0	1	14	135.0	6.5.1	5.0 and up
1393	10 Best Foods for You	15	4.0	2490.0	3891.2	500000.0	1	0.0	3	14	649.0	1.9	2.3.3 and up
1394	MyPlate Calorie Tracker	15	4.6	24094.0	18432.0	1000000.0	1	0.0	1	14	142.0	3.3.0(1)	4.1 and up
1395	My Diet Diary Calorie Counter	15	4.1	18539.0	58368.0	1000000.0	1	0.0	1	14	121.0	1.11.4	4.0.3 and up
1396	Calorie Counter - Macros	15	4.0	3061.0	5632.0	100000.0	1	0.0	1	14	823.0	2.3.4	5.0 and up
1398	Weight Loss Tracker - RecStyle	15	4.4	20547.0	5836.8	1000000.0	1	0.0	1	14	364.0	3.2.7	4.1 and up
1399	Lark - 24/7 Health Coach	15	4.1	3405.0	52224.0	100000.0	1	0.0	1	14	126.0	4.5.1.123	4.4 and up
1400	MealLogger-Photo Food Journal	15	3.5	217.0	9625.6	50000.0	1	0.0	2	14	462.0	4.6.2	4.0.3 and up
1401	Health and Nutrition Guide	15	4.3	7895.0	3379.2	500000.0	1	0.0	1	14	136.0	3.3	4.0 and up
1403	Food Calorie Calculator	15	4.2	1324.0	4096.0	100000.0	1	0.0	1	14	303.0	10.2.0	4.0 and up
1406	Calorie Counter - MyNetDiary	15	4.5	27439.0	19456.0	1000000.0	1	0.0	1	14	135.0	6.5.1	5.0 and up
1407	10 Best Foods for You	15	4.0	2490.0	3891.2	500000.0	1	0.0	3	14	649.0	1.9	2.3.3 and up
1408	Monitor Your Weight	15	4.5	126017.0	4403.2	5000000.0	1	0.0	1	14	146.0	4.9.8.1	4.0 and up
1409	MyPlate Calorie Tracker	15	4.6	24094.0	18432.0	1000000.0	1	0.0	1	14	142.0	3.3.0(1)	4.1 and up
1410	Weight Loss Tracker - RecStyle	15	4.4	20547.0	5836.8	1000000.0	1	0.0	1	14	364.0	3.2.7	4.1 and up
1412	Eat Fit - Diet and Health Free	15	4.1	2469.0	3686.4	100000.0	1	0.0	1	14	1589.0	1.0.9	2.3 and up
1413	Calorie Counter - Macros	15	4.0	3061.0	5632.0	100000.0	1	0.0	1	14	823.0	2.3.4	5.0 and up
1414	My Diet Diary Calorie Counter	15	4.1	18539.0	58368.0	1000000.0	1	0.0	1	14	121.0	1.11.4	4.0.3 and up
1415	Lark - 24/7 Health Coach	15	4.1	3405.0	52224.0	100000.0	1	0.0	1	14	126.0	4.5.1.123	4.4 and up
1416	Weight Watchers Mobile	15	4.2	270294.0	59392.0	5000000.0	1	0.0	1	14	120.0	6.15.0	4.1 and up
1418	MealLogger-Photo Food Journal	15	3.5	217.0	9625.6	50000.0	1	0.0	2	14	462.0	4.6.2	4.0.3 and up
1419	Health and Nutrition Guide	15	4.3	7895.0	3379.2	500000.0	1	0.0	1	14	136.0	3.3	4.0 and up
1420	Food Calorie Calculator	15	4.2	1324.0	4096.0	100000.0	1	0.0	1	14	303.0	10.2.0	4.0 and up
1423	Self Healing	15	4.5	14394.0	10137.6	500000.0	1	0.0	1	14	500.0	Public.Heal	4.0.3 and up
1424	Relax Meditation: Sleep with Sleep Sounds	15	4.4	26540.0	44032.0	1000000.0	1	0.0	1	14	657.0	2.5.1	4.0.3 and up
1425	Happify	15	3.7	1812.0	37888.0	100000.0	1	0.0	1	14	127.0	1.31.0-15160.950adac99	4.4 and up
1428	Relaxing Sounds	15	4.6	4642.0	40960.0	100000.0	1	0.0	1	14	627.0	1.92	4.1 and up
1429	White Sound Pro	15	4.7	16570.0	74752.0	500000.0	1	0.0	1	14	122.0	4.8.0	4.4 and up
1430	Meditation Music - Relax Yoga	15	4.6	48226.0	28672.0	1000000.0	1	0.0	1	14	268.0	3.1.9	4.0.3 and up
1432	Self-help Anxiety Management	15	4.0	2894.0	23552.0	500000.0	1	0.0	3	14	644.0	1.2.6	4.0.3 and up
1433	Brain Waves - Binaural Beats	15	4.4	5038.0	10240.0	500000.0	1	0.0	1	14	136.0	5.2	4.4 and up
1434	21-Day Meditation Experience	15	4.4	11506.0	15360.0	100000.0	1	0.0	1	14	118.0	3.0.0	4.1 and up
1435	Prana Breath: Calm & Meditate	15	4.8	31665.0	8601.6	1000000.0	1	0.0	1	14	132.0	8.2.0_8	4.0 and up
1436	Fabulous: Motivate Me! Meditate Relax Sleep	15	4.6	205299.0	31744.0	5000000.0	1	0.0	1	14	135.0	3.48	4.1 and up
1440	White Noise Lite	15	4.4	57634.0	41984.0	1000000.0	1	0.0	1	14	156.0	7.4	4.1 and up
1443	Simple Habit Meditation	15	4.7	11689.0	20480.0	500000.0	1	0.0	1	14	124.0	1.29.15	4.4 and up
1444	Headspace: Meditation & Mindfulness	15	4.6	77563.0	39936.0	10000000.0	1	0.0	1	14	128.0	3.6.4	4.2 and up
1445	Daily Yoga - Yoga Fitness Plans	15	4.4	70769.0	35840.0	5000000.0	1	0.0	1	14	127.0	6.2.73	4.0 and up
1446	Zillow: Find Houses for Sale & Apartments for Rent	16	4.5	417907.0	34816.0	10000000.0	1	0.0	1	15	119.0	9.8.1.7425	4.4 and up
1447	Viva Decora - Decoration Photos Architecture House	16	4.8	3167.0	7680.0	100000.0	1	0.0	1	15	117.0	2.0.0	5.0 and up
1449	Realtor.com Real Estate: Homes for Sale and Rent	16	4.5	162243.0	12288.0	10000000.0	1	0.0	1	15	125.0	8.18	4.0.3 and up
1450	Real Estate sale & rent Trovit	16	4.1	65913.0	7884.8	5000000.0	1	0.0	1	15	135.0	4.47.3	4.0.3 and up
1451	591 housing transactions - renting houses middle-class houses new cases real-time registration villas through the sky apartment suites MRT buying a house selling prices housing mortgages	16	4.1	24977.0	21504.0	1000000.0	1	0.0	1	15	119.0	3.5.9	4.0.3 and up
1452	Homes.com 🏠 For Sale Rent	16	4.0	6000.0	18432.0	1000000.0	1	0.0	1	15	123.0	9.6.8	4.1 and up
1453	CYANOGEN. Rent buy an apartment a room a cottage 3+	16	4.3	37711.0	40960.0	1000000.0	1	0.0	1	15	120.0	2.51.0	4.4 and up
1457	Good room network fast rent	16	3.7	2758.0	8806.4	500000.0	1	0.0	1	15	156.0	4.2.3	4.0 and up
1459	LIFULL HOME'S	16	4.2	7573.0	18432.0	1000000.0	1	0.0	1	15	126.0	8.2.1	4.2 and up
1460	Apartment List: Housing Apt and Property Rentals	16	4.5	8481.0	7680.0	1000000.0	1	0.0	1	15	117.0	2.1.0	5.0 and up
1461	Gold Butterfly Keyboard Theme	16	4.3	10054.0	9318.4	1000000.0	1	0.0	1	15	139.0	6.7.12.2018	4.0.3 and up
1462	Apartment Home Rental Search: Realtor.com Rentals	16	3.9	10117.0	13312.0	1000000.0	1	0.0	1	15	152.0	3.6	4.0.3 and up
1464	591 Housing Trading - Hong Kong	16	4.3	3522.0	15360.0	100000.0	1	0.0	1	15	118.0	3.10.8	4.0 and up
1466	Redfin Real Estate	16	4.6	36857.0	19456.0	1000000.0	1	0.0	1	15	126.0	220.0	5.0 and up
1470	DaBang - Rental Homes in Korea	16	4.4	23013.0	26624.0	5000000.0	1	0.0	1	15	134.0	3.2.4	4.1 and up
1471	DIY On A Budget	16	4.7	114.0	8499.2	10000.0	1	0.0	2	15	283.0	2.1	4.1 and up
1472	Free Foreclosure Real Estate Search by USHUD.com	16	3.4	287.0	27648.0	100000.0	1	0.0	1	15	183.0	2.4.2	4.4 and up
1473	Mortgage by Zillow: Calculator & Rates	16	4.3	4435.0	8089.6	500000.0	1	0.0	1	15	1001.0	2.6.0.287	4.0 and up
1475	Room planner: Interior & Floorplan Design for IKEA	16	4.0	4281.0	27648.0	100000.0	1	0.0	1	15	115.0	858	4.0.3 and up
1476	Rent.com Apartment Homes	16	4.0	7508.0	5222.4	1000000.0	1	0.0	1	15	142.0	7.9.0	5.0 and up
1477	Good house to buy a house	16	3.8	491.0	15360.0	100000.0	1	0.0	1	15	126.0	2.6.0	4.0.3 and up
1479	Apartments.com Rental Search	16	4.3	22584.0	16384.0	1000000.0	1	0.0	1	15	135.0	4.7.13	4.4 and up
1480	Hemnet	16	3.6	4087.0	9420.8	500000.0	1	0.0	1	15	135.0	4.3.0	4.1 and up
1483	House app: beautiful everyday ~	16	4.6	2669.0	10240.0	500000.0	1	0.0	2	15	117.0	2.0.6.9	4.1 and up
1485	N1.RU - Real estate: apartments new buildings lodging	16	4.5	7619.0	13312.0	100000.0	1	0.0	1	15	139.0	1.22.0	4.0.3 and up
1486	Ruler	16	4.7	126.0	1945.6	10000.0	1	0.0	1	15	464.0	1.0	4.0 and up
1487	Home Decor Showpiece Art making: Medium Difficulty	16	4.3	273.0	7168.0	50000.0	1	0.0	1	15	182.0	1.2	4.0.3 and up
1488	乐屋网: Buying a house selling a house renting a house	16	3.7	2248.0	15360.0	100000.0	1	0.0	1	15	117.0	v3.1.1	4.0 and up
1490	iProperty Malaysia	16	4.2	809.0	7987.2	100000.0	1	0.0	1	15	126.0	1.6.1.2	4.0 and up
1491	ColorSnap® Visualizer	16	3.4	3280.0	78848.0	1000000.0	1	0.0	1	15	152.0	5.0.1	4.0.3 and up
1492	Apartment Decorating Ideas	16	3.9	1478.0	5836.8	100000.0	1	0.0	1	15	1356.0	1.2	3.0 and up
1493	Bedroom Decorating Ideas	16	4.0	2382.0	6041.6	500000.0	1	0.0	1	15	1331.0	1.7	3.0 and up
1494	Room Painting Ideas	16	4.0	4450.0	7782.4	1000000.0	1	0.0	1	15	1352.0	1.7	3.0 and up
1495	Kitchen Island Ideas	16	4.0	515.0	5939.2	50000.0	1	0.0	1	15	1278.0	1.5	3.0 and up
1497	Living Room Decorating Ideas	16	4.0	4465.0	5939.2	1000000.0	1	0.0	1	15	1363.0	1.7	3.0 and up
1498	Bathroom Decorating Ideas	16	4.1	2427.0	5427.2	500000.0	1	0.0	1	15	1357.0	1.4	3.0 and up
1499	Wall Decorating Ideas	16	3.9	6631.0	5632.0	1000000.0	1	0.0	1	15	1358.0	1.5	3.0 and up
1500	Zumper - Apartment Rental Finder	16	4.4	11200.0	25600.0	1000000.0	1	0.0	1	15	135.0	4.5.15	5.0 and up
1501	RadPad: Apartment Finder App	16	4.4	6896.0	35840.0	500000.0	1	0.0	1	15	455.0	1.7.3	4.1 and up
1502	Mortgage by Zillow: Calculator & Rates	16	4.3	4435.0	8089.6	500000.0	1	0.0	1	15	1001.0	2.6.0.287	4.0 and up
1503	Redfin Real Estate	16	4.6	36857.0	19456.0	1000000.0	1	0.0	1	15	126.0	220.0	5.0 and up
1504	Apartment List: Housing Apt and Property Rentals	16	4.5	8481.0	7680.0	1000000.0	1	0.0	1	15	117.0	2.1.0	5.0 and up
1505	Realtor.com Real Estate: Homes for Sale and Rent	16	4.5	162243.0	12288.0	10000000.0	1	0.0	1	15	125.0	8.18	4.0.3 and up
1507	Zillow: Find Houses for Sale & Apartments for Rent	16	4.5	417907.0	34816.0	10000000.0	1	0.0	1	15	119.0	9.8.1.7425	4.4 and up
1508	Homesnap Real Estate & Rentals	16	4.3	3834.0	30720.0	500000.0	1	0.0	1	15	120.0	5.20.38	4.2 and up
1511	Apartments.com Rental Search	16	4.3	22584.0	16384.0	1000000.0	1	0.0	1	15	135.0	4.7.13	4.4 and up
1513	Trulia Mortgage Calculators	16	4.1	81.0	16384.0	50000.0	1	0.0	1	15	285.0	2.1.0	4.4 and up
1515	Quotes	17	4.4	58.0	15360.0	10000.0	1	0.0	1	16	145.0	1.0	4.0.3 and up
1516	Best New Ringtones 2018 Free 🔥 For Android™	17	4.6	3014.0	21504.0	100000.0	1	0.0	1	16	154.0	1.1	5.0 and up
1518	SUDOKU	17	4.1	923.0	4403.2	100000.0	1	0.0	1	16	1140.0	3.1	2.3 and up
1521	Aviary Effects: Classic	17	3.8	67007.0	232.0	5000000.0	1	0.0	1	16	2093.0	1.2.0	2.2 and up
1522	Chakra Cleansing	17	4.6	539.0	101376.0	50000.0	1	0.0	1	16	118.0	7.0	4.0.3 and up
1523	Aviary Stickers: Free Pack	17	3.5	126862.0	624.0	10000000.0	1	0.0	1	16	2507.0	1.0	2.2 and up
1524	Call Recorder	17	4.7	48.0	7065.6	1000.0	1	0.0	1	16	187.0	1.7.2.10	4.0 and up
1525	Pink Water Sakura Keyboard Theme	17	4.3	1465.0	7168.0	100000.0	1	0.0	1	16	142.0	6.7.5	4.0.3 and up
1526	auto Call Recorder 2018	17	4.5	929.0	7168.0	50000.0	1	0.0	1	16	285.0	1.02.2018.11	4.0 and up
1527	converter video to mp3	17	4.4	783.0	6553.6	100000.0	1	0.0	1	16	536.0	1.6	2.2 and up
1529	chicken song	17	4.3	434.0	16384.0	100000.0	1	0.0	1	16	175.0	6.0.0	2.3 and up
1531	Binaural Beats Meditation	17	4.3	411.0	97280.0	50000.0	1	0.0	1	16	173.0	5.0	4.0.3 and up
1532	Essential Resources	17	4.6	237.0	8.5	50000.0	1	0.0	1	16	427.0	1.02	7.1 and up
1533	MOMOLAND BBoom BBoom	17	4.6	2580.0	20480.0	100000.0	1	0.0	1	16	265.0	2.0	2.3 and up
1535	Cardboard	17	4.2	130272.0	51200.0	10000000.0	1	0.0	1	16	989.0	1.8	4.1 and up
1538	Bird Sounds & Bird Ringtones for Free 2018	17	4.6	130.0	12288.0	10000.0	1	0.0	1	16	278.0	1.0	4.0.3 and up
1541	Top Popular Ringtones 2018 Free 🔥	17	4.4	7396.0	22528.0	500000.0	1	0.0	1	16	145.0	5.28	4.0.3 and up
1542	Wifi Connect Library	17	3.9	58055.0	41.0	5000000.0	1	0.0	1	16	751.0	2.0.3	1.5 and up
1543	Super Funny Ringtones 2018 🔔	17	4.5	1703.0	22528.0	100000.0	1	0.0	1	16	272.0	3.1	4.0.3 and up
1544	Apk Installer	17	3.8	7750.0	292.0	1000000.0	1	0.0	1	16	2709.0	1.0	1.6 and up
1545	SAMSUNG RETAILMODE 2018	17	4.3	6.0	5632.0	10000.0	1	0.0	1	16	117.0	8.0.20180212	4.2 and up
1547	Eternal life	17	5.0	26.0	2560.0	1000.0	1	0.0	1	16	188.0	1.0	1.6 and up
1548	V380s	17	3.2	1919.0	8294.4	500000.0	1	0.0	1	16	140.0	5.9.1	4.1 and up
1549	Cool Popular Ringtones 2018 🔥	17	4.5	60170.0	28672.0	1000000.0	1	0.0	1	16	138.0	2.4	5.0 and up
1550	Blackpink as if it's your last	17	4.7	831.0	24576.0	100000.0	1	0.0	1	16	281.0	8.0	2.3 and up
1551	Wifi Test	17	4.0	8671.0	3174.4	1000000.0	1	0.0	1	16	148.0	3.6	4.0 and up
1554	Ayyush wih wih new without Net	17	3.8	912.0	13312.0	500000.0	1	0.0	1	16	323.0	2.0.0	2.3 and up
1555	Girls Nancy Ajram Without Net	17	4.7	2639.0	19456.0	500000.0	1	0.0	1	16	352.0	6.0	2.3 and up
1556	R M Lock Screen	17	4.5	399.0	9728.0	100000.0	1	0.0	1	16	190.0	1.1	4.0.3 and up
1558	Barcode Scanner	17	4.2	3945.0	9625.6	500000.0	1	0.0	1	16	323.0	4.2.2	3.2 and up
1560	New Ringtones 2018	17	4.1	3781.0	36864.0	1000000.0	1	0.0	1	16	227.0	1.8	4.0 and up
1561	EyeCloud	17	3.1	1267.0	56320.0	100000.0	1	0.0	1	16	118.0	5.1.2	4.4 and up
1562	Dollhouse Decorating Games	18	4.1	18968.0	32768.0	5000000.0	1	0.0	2	17	216.0	5.1	4.1 and up
1563	metroZONE	18	4.1	47497.0	34816.0	10000000.0	1	0.0	1	17	173.0	5.3.0.54.7	5.0 and up
1564	Easy Hair Style Design	18	4.3	601.0	5222.4	100000.0	1	0.0	1	17	343.0	1.0	2.3 and up
